,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,abstract
49,US-9749181-B2,Managing communications for modified computer networks ,"Amazon Technologies, Inc.","Daniel T. Cohn, Eric Jason Brandwine, Andrew J. Doane",11/03/2009,16/01/2015,29/08/2017,29/08/2017,https://patents.google.com/patent/US9749181B2/en,https://patentimages.storage.googleapis.com/9d/1e/54/fb7c063924aa4c/US09749181-20170829-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
50,US-10873465-B2,Control mechanisms for data processing devices ,Arm Ip Limited,"Milosch Meriac, Daryl Wayne Bradley",05/08/2014,15/07/2015,22/12/2020,22/12/2020,https://patents.google.com/patent/US10873465B2/en,https://patentimages.storage.googleapis.com/4b/80/5b/ba1e092e3e9e78/US10873465-20201222-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
51,US-10235014-B2,Music user interface ,Apple Inc.,"Lawrence Y. YANG, David Chance Graham, Christopher Patrick FOSS, Anton M. DAVYDOV, Alan C. Dye, Jonathan P. Ive, Stephen O. Lemay",09/05/2012,19/08/2015,19/03/2019,19/03/2019,https://patents.google.com/patent/US10235014B2/en,https://patentimages.storage.googleapis.com/18/dd/60/fe3372db0b8c2f/US10235014-20190319-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
52,JP-6474611-B2,Composite materials and electronics ,"ティーピーケイ ホールディング カンパニー リミテッド, ティーピーケイ  ホールディング  カンパニー  リミテッド","スリニバス、アージャン、ダニエル, ペング、カルビン, ミッタル、アレキサンダー、チョウ, アガルワル、プリヤンカ",29/05/2007,26/12/2014,27/02/2019,27/02/2019,https://patents.google.com/patent/JP6474611B2/en,https://patentimages.storage.googleapis.com/bb/22/32/3097d103f89b27/0006474611-4.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
53,US-9765657-B2,"System, method and device for rocker arm position sensing ",Eaton Corporation,Brian Karl VanDeusen,19/03/2010,16/09/2015,19/09/2017,19/09/2017,https://patents.google.com/patent/US9765657B2/en,https://patentimages.storage.googleapis.com/26/61/ea/9cbcabc4ee22e6/US09765657-20170919-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
54,CN-105549869-B,Watch type terminal and control method thereof ,Lg电子株式会社,"鲁珍旭, 吴暻仁, 金拏荣, 丁模世, 辛定恩",22/10/2014,06/09/2015,02/10/2020,02/10/2020,https://patents.google.com/patent/CN105549869B/en,,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
55,US-9904437-B2,Dynamic minimized navigation bar for expanded communication service ,"Microsoft Technology Licensing, Llc","Daniel Costenaro, Elizabeth Holz, Alessio Roic, Jedidiah Brown",08/12/2011,14/11/2014,27/02/2018,27/02/2018,https://patents.google.com/patent/US9904437B2/en,https://patentimages.storage.googleapis.com/c3/d6/2f/adbfa0c61858b6/US09904437-20180227-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
56,TW-I714022-B,Anti-pdl1 antibody formulations ,美商建南德克公司,"瑩 楊, 史瑞達拉 愛拉維坦",27/09/2013,26/09/2014,21/12/2020,21/12/2020,https://patents.google.com/patent/TWI714022B/en,https://patentimages.storage.googleapis.com/9e/bd/c5/e4a1e2941d78b4/108108366-A0304-14-0001-1.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
57,JP-2019194262-A,Formulations of enzalutamide ,"メディベイション プロステイト セラピューティクス エルエルシー, Medivation Prostate Therapeutics Llc, メディベイション  プロステイト  セラピューティクス  エルエルシー, アステラス製薬株式会社, Astellas Pharma Inc","アラン ローレンツ ダグラス, Alan Lorenz Douglas, アラン  ローレンツ ダグラス, コナガース サンジェイ, Konagurthu Sanjay, コナガース サンジェイ, ジェイ． ウォルド ランディー, J Wald Randy, ジェイ．  ウォルド ランディー, エー． エバレット ジェイソン, A Everett Jason, エー．  エバレット ジェイソン, マッツ シェイラ, Matz Sheila, マッツ シェイラ, 勇希 高石, Yuuki Takaishi, 勇希 高石, 敏郎 坂井, Toshiro Sakai, 敏郎 坂井, 亮介 入江, Ryosuke Irie, 亮介 入江, 慎介 大場, Shinsuke Oba, 慎介 大場, 敬康 豊田, Takayasu Toyoda, 敬康 豊田, 西村　浩司, Koji Nishimura, 浩司 西村, 敦 上林, Atsushi Kambayashi, 敦 上林",11/09/2012,08/08/2019,07/11/2019,,https://patents.google.com/patent/JP2019194262A/en,,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
58,US-2019139117-A1,Collections of Matched Biological Reagents and Methods for Identifying Matched Reagents ,Life Technologies Corporation,"John Carrino, Feng Liang, Siamak Baharloo, Barry Schweitzer",14/07/2004,28/08/2018,09/05/2019,,https://patents.google.com/patent/US20190139117A1/en,https://patentimages.storage.googleapis.com/10/79/9f/895993e5f8cd61/US20190139117A1-20190509-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
59,US-2020215368-A1,Fire-fighting control system ,"Hale Products, Inc.",Jason Cerrano,10/09/2010,06/01/2020,09/07/2020,,https://patents.google.com/patent/US20200215368A1/en,https://patentimages.storage.googleapis.com/01/60/a2/dc4bb36e223ba9/US20200215368A1-20200709-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
60,US-2019081987-A1,Method and system for processing a stream of information from a computer network using node based reputation characteristics ,Threatmetrix Pty Ltd,"Scott Thomas, David G. Jones",28/11/2005,15/11/2018,14/03/2019,,https://patents.google.com/patent/US20190081987A1/en,https://patentimages.storage.googleapis.com/c1/72/f9/ed5ed96167efd0/US20190081987A1-20190314-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
61,US-10585919-B2,Determining events having a value ,Splunk Inc.,"R. David Carasso, Micah James Delfino, Johnvey Hwang",23/01/2013,29/04/2017,10/03/2020,10/03/2020,https://patents.google.com/patent/US10585919B2/en,https://patentimages.storage.googleapis.com/8c/b0/46/df4d2e2a9c8faa/US10585919-20200310-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
62,JP-2018160931-A,"Remote control terminal, server, method, and computer program ","株式会社グラモ, Glamo Inc","後藤　功, Isao Goto, 功 後藤",09/05/2011,05/07/2018,11/10/2018,,https://patents.google.com/patent/JP2018160931A/en,https://patentimages.storage.googleapis.com/9f/e7/91/145dd5fa0582f6/2018160931-3.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
63,US-2018241255-A1,System and methods of using electromagnetic waves to wirelessly deliver power to electronic devices ,Energous Corporation,Michael A. Leabman,12/06/2013,24/04/2018,23/08/2018,,https://patents.google.com/patent/US20180241255A1/en,https://patentimages.storage.googleapis.com/8f/bd/18/1d0daf9b9c86f7/US20180241255A1-20180823-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
64,US-10315070-B2,Consumer useable testing kit ,"Nike, Inc.",Kristopher L. Homsi,10/11/2010,15/09/2015,11/06/2019,11/06/2019,https://patents.google.com/patent/US10315070B2/en,https://patentimages.storage.googleapis.com/2b/d5/2b/2d8031ac888974/US10315070-20190611-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
65,US-10701456-B2,IPTV session management ,Telefonaktiebolaget Lm Ericsson (Publ),"Mats Cedervall, Jan Erik Lindquist, Andrew Mallinson",02/05/2008,12/05/2017,30/06/2020,30/06/2020,https://patents.google.com/patent/US10701456B2/en,https://patentimages.storage.googleapis.com/57/5d/be/387f2fab10a751/US10701456-20200630-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
66,US-10296521-B2,Method and system for providing content to users based on frequency of interaction ,"About, Inc.","Kevin R J B Donovan, James K. Toothman, Wen-Wei Wang, Tara Long",17/09/2004,20/08/2015,21/05/2019,21/05/2019,https://patents.google.com/patent/US10296521B2/en,https://patentimages.storage.googleapis.com/47/19/94/69019894a8f863/US10296521-20190521-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
67,JP-2017200238-A,Content provider using multi-device secure application integration ,"スポティファイ アーベー, Spotify Ab, スポティファイ  アーベー","アレリード，マティアス，ロバート, Robert Arrelid Mattias, オレンファルク，ミカエル，グスタフ, Gustav Olenfalk Mikael",29/11/2011,02/08/2017,02/11/2017,,https://patents.google.com/patent/JP2017200238A/en,,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
68,EP-3201716-B1,Hinge mechanism with multiple preset positions ,"Microsoft Technology Licensing, LLC","Daniel C. Park, Yi-Min Huang",30/09/2014,29/09/2015,11/04/2018,11/04/2018,https://patents.google.com/patent/EP3201716B1/en,https://patentimages.storage.googleapis.com/87/c5/37/8dc10146beaef6/imgf0001.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
69,US-2018102470-A1,Cryogenic electronic packages and assemblies ,Massachusetts Institute Of Technology,"Rabindra N. Das, Eric A. Dauler",11/10/2016,23/08/2017,12/04/2018,,https://patents.google.com/patent/US20180102470A1/en,https://patentimages.storage.googleapis.com/14/79/fd/b2167d0ee7dd5c/US20180102470A1-20180412-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
70,US-9997096-B2,"Display apparatus, electronic device including the same, and method of operating the same ","Samsung Electronics Co., Ltd.",Hyun-chang Shin,21/05/2014,21/05/2015,12/06/2018,12/06/2018,https://patents.google.com/patent/US9997096B2/en,https://patentimages.storage.googleapis.com/59/4b/86/ec40c1958ff9a2/US09997096-20180612-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
71,JP-2017224620-A,Electroluminescent device and method for manufacturing the same ,"ダークサイド サイエンティフィック， エルエルシーＤａｒｋｓｉｄｅ Ｓｃｉｅｎｔｉｆｉｃ， ＬＬＣ, Darkside Scientific Llc, ダークサイド  サイエンティフィック，  エルエルシーＤａｒｋｓｉｄｅ  Ｓｃｉｅｎｔｉｆｉｃ，  ＬＬＣ","ズジンコ アンドリュー, Zsinko Andrew, ズジンコ アンドリュー, ジェイ マストリアン ショーン, J Mastrian Shawn, ジェイ  マストリアン ショーン",03/01/2012,27/07/2017,21/12/2017,,https://patents.google.com/patent/JP2017224620A/en,https://patentimages.storage.googleapis.com/e8/ec/90/ad15459d53bd01/2017224620-3.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
72,US-10185324-B1,Building elevation maps from laser data ,Waymo Llc,"Christopher Paul Urmson, Andrew Hughes Chatham, Hendrik Dahlkamp, Michael Steven Montemerlo, Jiajun Zhu",04/08/2011,23/06/2017,22/01/2019,22/01/2019,https://patents.google.com/patent/US10185324B1/en,https://patentimages.storage.googleapis.com/66/c8/26/5df0ca9ded7166/US10185324-20190122-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
73,US-9280288-B2,Using logical block addresses with generation numbers as data fingerprints for network deduplication ,"Netapp, Inc.","Michael N. Condict, Steven R. Kleiman",30/10/2009,29/04/2015,08/03/2016,08/03/2016,https://patents.google.com/patent/US9280288B2/en,https://patentimages.storage.googleapis.com/26/ee/4b/9d39091053ce75/US09280288-20160308-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
74,US-10102079-B2,Triggering discovery points based on change ,"Hytrust, Inc.","Paula Long, Damon Hsu-Hung, Eric Sondhi, Misha Zelikov, Bryan Keith Panner, Dmitry Bochkov, Andrew Ferris, Eric K. McCall",13/06/2013,22/12/2015,16/10/2018,16/10/2018,https://patents.google.com/patent/US10102079B2/en,https://patentimages.storage.googleapis.com/0e/ea/98/8e3988a2438f37/US10102079-20181016-D00000.png,"A single system merges primary data storage, data protection, and intelligence. Intelligence is provided through in-line data analytics, and data intelligence and analytics are gathered on protected data and prior analytics, and stored in discovery points, all without impacting performance of primary storage. As data is written it is automatically mirrored for data protection as part of a High Availability (HA) process. Real-time analysis is done in-line with the HA processing, enabling a variety of data analytics. Data content can be mined from within files or blocks. The gathered intelligence is used to tag objects with extended metadata, enabling both valuable search options and rapid restore options. Data recovery begins with metadata restoration, followed by near-instantaneous access to “hot” regions of data being restored, allowing site operation to continue or resume while a restore is ongoing."
